amplitude,period,wave
28,75,"[0, 2, 5, 7, 9, 11, 13, 15, 17, 19, 21, 22, 24, 25, 26, 27, 27, 28, 28, 28, 28, 28, 27, 26, 25, 24, 23, 22, 20, 18, 16, 15, 12, 10, 8, 6, 4, 1, -1, -4, -6, -8, -10, -12, -15, -16, -18, -20, -22, -23, -24, -25, -26, -27, -28, -28, -28, -28, -28, -27, -27, -26, -25, -24, -22, -21, -19, -17, -15, -13, -11, -9, -7, -5, -2, 0, 2, 5, 7, 9, 11, 13, 15, 17, 19, 21, 22, 24, 25, 26, 27, 27, 28, 28, 28, 28, 28, 27, 26, 25]"
62,46,"[0, 8, 17, 25, 32, 39, 45, 51, 55, 58, 61, 62, 62, 61, 58, 55, 51, 45, 39, 32, 25, 17, 8, 0, -8, -17, -25, -32, -39, -45, -51, -55, -58, -61, -62, -62, -61, -58, -55, -51, -45, -39, -32, -25, -17, -8, 0, 8, 17, 25, 32, 39, 45, 51, 55, 58, 61, 62, 62, 61, 58, 55, 51, 45, 39, 32, 25, 17, 8, 0, -8, -17, -25, -32, -39, -45, -51, -55, -58, -61, -62, -62, -61, -58, -55, -51, -45, -39, -32, -25, -17, -8, 0, 8, 17, 25, 32, 39, 45, 51]"
32,74,"[0, 3, 5, 8, 11, 13, 16, 18, 20, 22, 24, 26, 27, 29, 30, 31, 31, 32, 32, 32, 32, 31, 31, 30, 29, 27, 26, 24, 22, 20, 18, 16, 13, 11, 8, 5, 3, 0, -3, -5, -8, -11, -13, -16, -18, -20, -22, -24, -26, -27, -29, -30, -31, -31, -32, -32, -32, -32, -31, -31, -30, -29, -27, -26, -24, -22, -20, -18, -16, -13, -11, -8, -5, -3, 0, 3, 5, 8, 11, 13, 16, 18, 20, 22, 24, 26, 27, 29, 30, 31, 31, 32, 32, 32, 32, 31, 31, 30, 29, 27]"
55,55,"[0, 6, 12, 18, 24, 30, 35, 39, 44, 47, 50, 52, 54, 55, 55, 54, 53, 51, 49, 45, 42, 37, 32, 27, 21, 15, 9, 3, -3, -9, -15, -21, -27, -32, -37, -42, -45, -49, -51, -53, -54, -55, -55, -54, -52, -50, -47, -44, -39, -35, -30, -24, -18, -12, -6, 0, 6, 12, 18, 24, 30, 35, 39, 44, 47, 50, 52, 54, 55, 55, 54, 53, 51, 49, 45, 42, 37, 32, 27, 21, 15, 9, 3, -3, -9, -15, -21, -27, -32, -37, -42, -45, -49, -51, -53, -54, -55, -55, -54, -52]"
56,54,"[0, 7, 13, 19, 25, 31, 36, 41, 45, 48, 51, 54, 55, 56, 56, 55, 54, 51, 48, 45, 41, 36, 31, 25, 19, 13, 7, 0, -7, -13, -19, -25, -31, -36, -41, -45, -48, -51, -54, -55, -56, -56, -55, -54, -51, -48, -45, -41, -36, -31, -25, -19, -13, -7, 0, 7, 13, 19, 25, 31, 36, 41, 45, 48, 51, 54, 55, 56, 56, 55, 54, 51, 48, 45, 41, 36, 31, 25, 19, 13, 7, 0, -7, -13, -19, -25, -31, -36, -41, -45, -48, -51, -54, -55, -56, -56, -55, -54, -51, -48]"
62,82,"[0, 5, 9, 14, 19, 23, 28, 32, 36, 39, 43, 46, 49, 52, 54, 57, 58, 60, 61, 62, 62, 62, 62, 61, 60, 58, 57, 54, 52, 49, 46, 43, 39, 36, 32, 28, 23, 19, 14, 9, 5, 0, -5, -9, -14, -19, -23, -28, -32, -36, -39, -43, -46, -49, -52, -54, -57, -58, -60, -61, -62, -62, -62, -62, -61, -60, -58, -57, -54, -52, -49, -46, -43, -39, -36, -32, -28, -23, -19, -14, -9, -5, 0, 5, 9, 14, 19, 23, 28, 32, 36, 39, 43, 46, 49, 52, 54, 57, 58, 60]"
47,57,"[0, 5, 10, 15, 20, 25, 29, 33, 36, 39, 42, 44, 46, 47, 47, 47, 46, 45, 43, 41, 38, 35, 31, 27, 22, 18, 13, 8, 3, -3, -8, -13, -18, -22, -27, -31, -35, -38, -41, -43, -45, -46, -47, -47, -47, -46, -44, -42, -39, -36, -33, -29, -25, -20, -15, -10, -5, 0, 5, 10, 15, 20, 25, 29, 33, 36, 39, 42, 44, 46, 47, 47, 47, 46, 45, 43, 41, 38, 35, 31, 27, 22, 18, 13, 8, 3, -3, -8, -13, -18, -22, -27, -31, -35, -38, -41, -43, -45, -46, -47]"
35,55,"[0, 4, 8, 12, 15, 19, 22, 25, 28, 30, 32, 33, 34, 35, 35, 35, 34, 33, 31, 29, 26, 24, 21, 17, 14, 10, 6, 2, -2, -6, -10, -14, -17, -21, -24, -26, -29, -31, -33, -34, -35, -35, -35, -34, -33, -32, -30, -28, -25, -22, -19, -15, -12, -8, -4, 0, 4, 8, 12, 15, 19, 22, 25, 28, 30, 32, 33, 34, 35, 35, 35, 34, 33, 31, 29, 26, 24, 21, 17, 14, 10, 6, 2, -2, -6, -10, -14, -17, -21, -24, -26, -29, -31, -33, -34, -35, -35, -35, -34, -33]"
37,65,"[0, 4, 7, 11, 14, 17, 20, 23, 26, 28, 30, 32, 34, 35, 36, 37, 37, 37, 36, 36, 35, 33, 31, 29, 27, 25, 22, 19, 16, 12, 9, 5, 2, -2, -5, -9, -12, -16, -19, -22, -25, -27, -29, -31, -33, -35, -36, -36, -37, -37, -37, -36, -35, -34, -32, -30, -28, -26, -23, -20, -17, -14, -11, -7, -4, 0, 4, 7, 11, 14, 17, 20, 23, 26, 28, 30, 32, 34, 35, 36, 37, 37, 37, 36, 36, 35, 33, 31, 29, 27, 25, 22, 19, 16, 12, 9, 5, 2, -2, -5]"
23,55,"[0, 3, 5, 8, 10, 12, 15, 16, 18, 20, 21, 22, 23, 23, 23, 23, 22, 21, 20, 19, 17, 16, 14, 11, 9, 6, 4, 1, -1, -4, -6, -9, -11, -14, -16, -17, -19, -20, -21, -22, -23, -23, -23, -23, -22, -21, -20, -18, -16, -15, -12, -10, -8, -5, -3, 0, 3, 5, 8, 10, 12, 15, 16, 18, 20, 21, 22, 23, 23, 23, 23, 22, 21, 20, 19, 17, 16, 14, 11, 9, 6, 4, 1, -1, -4, -6, -9, -11, -14, -16, -17, -19, -20, -21, -22, -23, -23, -23, -23, -22]"
64,46,"[0, 9, 17, 25, 33, 40, 47, 52, 57, 60, 63, 64, 64, 63, 60, 57, 52, 47, 40, 33, 25, 17, 9, 0, -9, -17, -25, -33, -40, -47, -52, -57, -60, -63, -64, -64, -63, -60, -57, -52, -47, -40, -33, -25, -17, -9, 0, 9, 17, 25, 33, 40, 47, 52, 57, 60, 63, 64, 64, 63, 60, 57, 52, 47, 40, 33, 25, 17, 9, 0, -9, -17, -25, -33, -40, -47, -52, -57, -60, -63, -64, -64, -63, -60, -57, -52, -47, -40, -33, -25, -17, -9, 0, 9, 17, 25, 33, 40, 47, 52]"
58,89,"[0, 4, 8, 12, 16, 20, 24, 28, 31, 34, 38, 41, 43, 46, 48, 51, 52, 54, 55, 56, 57, 58, 58, 58, 58, 57, 56, 55, 53, 52, 50, 47, 45, 42, 39, 36, 33, 29, 26, 22, 18, 14, 10, 6, 2, -2, -6, -10, -14, -18, -22, -26, -29, -33, -36, -39, -42, -45, -47, -50, -52, -53, -55, -56, -57, -58, -58, -58, -58, -57, -56, -55, -54, -52, -51, -48, -46, -43, -41, -38, -34, -31, -28, -24, -20, -16, -12, -8, -4, 0, 4, 8, 12, 16, 20, 24, 28, 31, 34, 38]"
31,77,"[0, 3, 5, 8, 10, 12, 15, 17, 19, 21, 23, 24, 26, 27, 28, 29, 30, 30, 31, 31, 31, 31, 30, 30, 29, 28, 26, 25, 23, 22, 20, 18, 16, 13, 11, 9, 6, 4, 1, -1, -4, -6, -9, -11, -13, -16, -18, -20, -22, -23, -25, -26, -28, -29, -30, -30, -31, -31, -31, -31, -30, -30, -29, -28, -27, -26, -24, -23, -21, -19, -17, -15, -12, -10, -8, -5, -3, 0, 3, 5, 8, 10, 12, 15, 17, 19, 21, 23, 24, 26, 27, 28, 29, 30, 30, 31, 31, 31, 31, 30]"
76,96,"[0, 5, 10, 15, 20, 24, 29, 34, 38, 42, 46, 50, 54, 57, 60, 63, 66, 68, 70, 72, 73, 75, 75, 76, 76, 76, 75, 75, 73, 72, 70, 68, 66, 63, 60, 57, 54, 50, 46, 42, 38, 34, 29, 24, 20, 15, 10, 5, 0, -5, -10, -15, -20, -24, -29, -34, -38, -42, -46, -50, -54, -57, -60, -63, -66, -68, -70, -72, -73, -75, -75, -76, -76, -76, -75, -75, -73, -72, -70, -68, -66, -63, -60, -57, -54, -50, -46, -42, -38, -34, -29, -24, -20, -15, -10, -5, 0, 5, 10, 15]"
67,89,"[0, 5, 9, 14, 19, 23, 28, 32, 36, 40, 43, 47, 50, 53, 56, 58, 61, 62, 64, 65, 66, 67, 67, 67, 66, 66, 65, 63, 62, 60, 57, 55, 52, 49, 45, 42, 38, 34, 30, 25, 21, 16, 12, 7, 2, -2, -7, -12, -16, -21, -25, -30, -34, -38, -42, -45, -49, -52, -55, -57, -60, -62, -63, -65, -66, -66, -67, -67, -67, -66, -65, -64, -62, -61, -58, -56, -53, -50, -47, -43, -40, -36, -32, -28, -23, -19, -14, -9, -5, 0, 5, 9, 14, 19, 23, 28, 32, 36, 40, 43]"
21,96,"[0, 1, 3, 4, 5, 7, 8, 9, 10, 12, 13, 14, 15, 16, 17, 17, 18, 19, 19, 20, 20, 21, 21, 21, 21, 21, 21, 21, 20, 20, 19, 19, 18, 17, 17, 16, 15, 14, 13, 12, 10, 9, 8, 7, 5, 4, 3, 1, 0, -1, -3, -4, -5, -7, -8, -9, -10, -12, -13, -14, -15, -16, -17, -17, -18, -19, -19, -20, -20, -21, -21, -21, -21, -21, -21, -21, -20, -20, -19, -19, -18, -17, -17, -16, -15, -14, -13, -12, -11, -9, -8, -7, -5, -4, -3, -1, 0, 1, 3, 4]"
46,79,"[0, 4, 7, 11, 14, 18, 21, 24, 27, 30, 33, 35, 38, 40, 41, 43, 44, 45, 46, 46, 46, 46, 45, 44, 43, 42, 40, 39, 36, 34, 32, 29, 26, 23, 19, 16, 13, 9, 5, 2, -2, -5, -9, -13, -16, -19, -23, -26, -29, -32, -34, -36, -39, -40, -42, -43, -44, -45, -46, -46, -46, -46, -45, -44, -43, -41, -40, -38, -35, -33, -30, -27, -24, -21, -18, -14, -11, -7, -4, 0, 4, 7, 11, 14, 18, 21, 24, 27, 30, 33, 35, 38, 40, 41, 43, 44, 45, 46, 46, 46]"
66,50,"[0, 8, 16, 24, 32, 39, 45, 51, 56, 60, 63, 65, 66, 66, 65, 63, 60, 56, 51, 45, 39, 32, 24, 16, 8, 0, -8, -16, -24, -32, -39, -45, -51, -56, -60, -63, -65, -66, -66, -65, -63, -60, -56, -51, -45, -39, -32, -24, -16, -8, 0, 8, 16, 24, 32, 39, 45, 51, 56, 60, 63, 65, 66, 66, 65, 63, 60, 56, 51, 45, 39, 32, 24, 16, 8, 0, -8, -16, -24, -32, -39, -45, -51, -56, -60, -63, -65, -66, -66, -65, -63, -60, -56, -51, -45, -39, -32, -24, -16, -8]"
48,77,"[0, 4, 8, 12, 15, 19, 23, 26, 29, 32, 35, 38, 40, 42, 44, 45, 46, 47, 48, 48, 48, 48, 47, 46, 44, 43, 41, 39, 36, 34, 31, 28, 24, 21, 17, 14, 10, 6, 2, -2, -6, -10, -14, -17, -21, -24, -28, -31, -34, -36, -39, -41, -43, -44, -46, -47, -48, -48, -48, -48, -47, -46, -45, -44, -42, -40, -38, -35, -32, -29, -26, -23, -19, -15, -12, -8, -4, 0, 4, 8, 12, 15, 19, 23, 26, 29, 32, 35, 38, 40, 42, 44, 45, 46, 47, 48, 48, 48, 48, 47]"
67,63,"[0, 7, 13, 20, 26, 32, 38, 43, 48, 52, 56, 60, 62, 64, 66, 67, 67, 66, 65, 64, 61, 58, 54, 50, 46, 40, 35, 29, 23, 17, 10, 3, -3, -10, -17, -23, -29, -35, -40, -46, -50, -54, -58, -61, -64, -65, -66, -67, -67, -66, -64, -62, -60, -56, -52, -48, -43, -38, -32, -26, -20, -13, -7, 0, 7, 13, 20, 26, 32, 38, 43, 48, 52, 56, 60, 62, 64, 66, 67, 67, 66, 65, 64, 61, 58, 54, 50, 46, 40, 35, 29, 23, 17, 10, 3, -3, -10, -17, -23, -29]"
45,87,"[0, 3, 6, 10, 13, 16, 19, 22, 25, 27, 30, 32, 34, 36, 38, 40, 41, 42, 43, 44, 45, 45, 45, 45, 44, 44, 43, 42, 40, 39, 37, 35, 33, 31, 29, 26, 23, 20, 17, 14, 11, 8, 5, 2, -2, -5, -8, -11, -14, -17, -20, -23, -26, -29, -31, -33, -35, -37, -39, -40, -42, -43, -44, -44, -45, -45, -45, -45, -44, -43, -42, -41, -40, -38, -36, -34, -32, -30, -27, -25, -22, -19, -16, -13, -10, -6, -3, 0, 3, 6, 10, 13, 16, 19, 22, 25, 27, 30, 32, 34]"
46,48,"[0, 6, 12, 18, 23, 28, 33, 36, 40, 42, 44, 46, 46, 46, 44, 42, 40, 36, 33, 28, 23, 18, 12, 6, 0, -6, -12, -18, -23, -28, -33, -36, -40, -42, -44, -46, -46, -46, -44, -42, -40, -36, -33, -28, -23, -18, -12, -6, 0, 6, 12, 18, 23, 28, 33, 36, 40, 42, 44, 46, 46, 46, 44, 42, 40, 36, 33, 28, 23, 18, 12, 6, 0, -6, -12, -18, -23, -28, -33, -36, -40, -42, -44, -46, -46, -46, -44, -42, -40, -36, -33, -28, -23, -18, -12, -6, 0, 6, 12, 18]"
55,71,"[0, 5, 10, 14, 19, 24, 28, 32, 36, 39, 43, 45, 48, 50, 52, 53, 54, 55, 55, 55, 54, 53, 51, 49, 47, 44, 41, 38, 34, 30, 26, 21, 17, 12, 7, 2, -2, -7, -12, -17, -21, -26, -30, -34, -38, -41, -44, -47, -49, -51, -53, -54, -55, -55, -55, -54, -53, -52, -50, -48, -45, -43, -39, -36, -32, -28, -24, -19, -14, -10, -5, 0, 5, 10, 14, 19, 24, 28, 32, 36, 39, 43, 45, 48, 50, 52, 53, 54, 55, 55, 55, 54, 53, 51, 49, 47, 44, 41, 38, 34]"
23,72,"[0, 2, 4, 6, 8, 10, 11, 13, 15, 16, 18, 19, 20, 21, 22, 22, 23, 23, 23, 23, 23, 22, 22, 21, 20, 19, 18, 16, 15, 13, 12, 10, 8, 6, 4, 2, 0, -2, -4, -6, -8, -10, -12, -13, -15, -16, -18, -19, -20, -21, -22, -22, -23, -23, -23, -23, -23, -22, -22, -21, -20, -19, -18, -16, -15, -13, -11, -10, -8, -6, -4, -2, 0, 2, 4, 6, 8, 10, 11, 13, 15, 16, 18, 19, 20, 21, 22, 22, 23, 23, 23, 23, 23, 22, 22, 21, 20, 19, 18, 16]"
39,66,"[0, 4, 7, 11, 14, 18, 21, 24, 27, 29, 32, 34, 35, 37, 38, 39, 39, 39, 39, 38, 37, 35, 34, 32, 29, 27, 24, 21, 18, 14, 11, 7, 4, 0, -4, -7, -11, -14, -18, -21, -24, -27, -29, -32, -34, -35, -37, -38, -39, -39, -39, -39, -38, -37, -35, -34, -32, -29, -27, -24, -21, -18, -14, -11, -7, -4, 0, 4, 7, 11, 14, 18, 21, 24, 27, 29, 32, 34, 35, 37, 38, 39, 39, 39, 39, 38, 37, 35, 34, 32, 29, 27, 24, 21, 18, 14, 11, 7, 4, 0]"
40,94,"[0, 3, 5, 8, 11, 13, 16, 18, 20, 23, 25, 27, 29, 31, 32, 34, 35, 36, 37, 38, 39, 39, 40, 40, 40, 40, 39, 39, 38, 37, 36, 35, 34, 32, 31, 29, 27, 25, 23, 20, 18, 16, 13, 11, 8, 5, 3, 0, -3, -5, -8, -11, -13, -16, -18, -20, -23, -25, -27, -29, -31, -32, -34, -35, -36, -37, -38, -39, -39, -40, -40, -40, -40, -39, -39, -38, -37, -36, -35, -34, -32, -31, -29, -27, -25, -23, -20, -18, -16, -13, -11, -8, -5, -3, 0, 3, 5, 8, 11, 13]"
43,80,"[0, 3, 7, 10, 13, 16, 20, 22, 25, 28, 30, 33, 35, 37, 38, 40, 41, 42, 42, 43, 43, 43, 42, 42, 41, 40, 38, 37, 35, 33, 30, 28, 25, 22, 20, 16, 13, 10, 7, 3, 0, -3, -7, -10, -13, -16, -20, -22, -25, -28, -30, -33, -35, -37, -38, -40, -41, -42, -42, -43, -43, -43, -42, -42, -41, -40, -38, -37, -35, -33, -30, -28, -25, -22, -20, -16, -13, -10, -7, -3, 0, 3, 7, 10, 13, 16, 20, 22, 25, 28, 30, 33, 35, 37, 38, 40, 41, 42, 42, 43]"
76,95,"[0, 5, 10, 15, 20, 25, 29, 34, 38, 43, 47, 51, 54, 58, 61, 64, 66, 69, 71, 72, 74, 75, 75, 76, 76, 76, 75, 74, 73, 71, 70, 67, 65, 62, 59, 56, 52, 49, 45, 41, 36, 32, 27, 22, 17, 13, 8, 3, -3, -8, -13, -17, -22, -27, -32, -36, -41, -45, -49, -52, -56, -59, -62, -65, -67, -70, -71, -73, -74, -75, -76, -76, -76, -75, -75, -74, -72, -71, -69, -66, -64, -61, -58, -54, -51, -47, -43, -38, -34, -29, -25, -20, -15, -10, -5, 0, 5, 10, 15, 20]"
22,79,"[0, 2, 3, 5, 7, 9, 10, 12, 13, 14, 16, 17, 18, 19, 20, 20, 21, 21, 22, 22, 22, 22, 22, 21, 21, 20, 19, 18, 17, 16, 15, 14, 12, 11, 9, 8, 6, 4, 3, 1, -1, -3, -4, -6, -8, -9, -11, -12, -14, -15, -16, -17, -18, -19, -20, -21, -21, -22, -22, -22, -22, -22, -21, -21, -20, -20, -19, -18, -17, -16, -14, -13, -12, -10, -9, -7, -5, -3, -2, 0, 2, 3, 5, 7, 9, 10, 12, 13, 14, 16, 17, 18, 19, 20, 20, 21, 21, 22, 22, 22]"
49,97,"[0, 3, 6, 9, 13, 16, 19, 21, 24, 27, 30, 32, 34, 37, 39, 40, 42, 44, 45, 46, 47, 48, 48, 49, 49, 49, 49, 48, 48, 47, 46, 44, 43, 41, 40, 38, 35, 33, 31, 28, 26, 23, 20, 17, 14, 11, 8, 5, 2, -2, -5, -8, -11, -14, -17, -20, -23, -26, -28, -31, -33, -35, -38, -40, -41, -43, -44, -46, -47, -48, -48, -49, -49, -49, -49, -48, -48, -47, -46, -45, -44, -42, -40, -39, -37, -34, -32, -30, -27, -24, -21, -19, -16, -13, -9, -6, -3, 0, 3, 6]"
75,72,"[0, 7, 13, 19, 26, 32, 37, 43, 48, 53, 57, 61, 65, 68, 70, 72, 74, 75, 75, 75, 74, 72, 70, 68, 65, 61, 57, 53, 48, 43, 38, 32, 26, 19, 13, 7, 0, -7, -13, -19, -26, -32, -38, -43, -48, -53, -57, -61, -65, -68, -70, -72, -74, -75, -75, -75, -74, -72, -70, -68, -65, -61, -57, -53, -48, -43, -37, -32, -26, -19, -13, -7, 0, 7, 13, 19, 26, 32, 37, 43, 48, 53, 57, 61, 65, 68, 70, 72, 74, 75, 75, 75, 74, 72, 70, 68, 65, 61, 57, 53]"
32,68,"[0, 3, 6, 9, 12, 14, 17, 19, 22, 24, 26, 27, 29, 30, 31, 31, 32, 32, 32, 31, 31, 30, 29, 27, 26, 24, 22, 19, 17, 14, 12, 9, 6, 3, 0, -3, -6, -9, -12, -14, -17, -19, -22, -24, -26, -27, -29, -30, -31, -31, -32, -32, -32, -31, -31, -30, -29, -27, -26, -24, -22, -19, -17, -14, -12, -9, -6, -3, 0, 3, 6, 9, 12, 14, 17, 19, 22, 24, 26, 27, 29, 30, 31, 31, 32, 32, 32, 31, 31, 30, 29, 27, 26, 24, 22, 19, 17, 14, 12, 9]"
53,61,"[0, 5, 11, 16, 21, 26, 31, 35, 39, 42, 45, 48, 50, 52, 53, 53, 53, 52, 51, 49, 47, 44, 41, 37, 33, 28, 24, 19, 13, 8, 3, -3, -8, -13, -19, -24, -28, -33, -37, -41, -44, -47, -49, -51, -52, -53, -53, -53, -52, -50, -48, -45, -42, -39, -35, -31, -26, -21, -16, -11, -5, 0, 5, 11, 16, 21, 26, 31, 35, 39, 42, 45, 48, 50, 52, 53, 53, 53, 52, 51, 49, 47, 44, 41, 37, 33, 28, 24, 19, 13, 8, 3, -3, -8, -13, -19, -24, -28, -33, -37]"
24,95,"[0, 2, 3, 5, 6, 8, 9, 11, 12, 13, 15, 16, 17, 18, 19, 20, 21, 22, 22, 23, 23, 24, 24, 24, 24, 24, 24, 23, 23, 23, 22, 21, 21, 20, 19, 18, 17, 15, 14, 13, 11, 10, 9, 7, 6, 4, 2, 1, -1, -2, -4, -6, -7, -9, -10, -11, -13, -14, -15, -17, -18, -19, -20, -21, -21, -22, -23, -23, -23, -24, -24, -24, -24, -24, -24, -23, -23, -22, -22, -21, -20, -19, -18, -17, -16, -15, -13, -12, -11, -9, -8, -6, -5, -3, -2, 0, 2, 3, 5, 6]"
70,96,"[0, 5, 9, 14, 18, 23, 27, 31, 35, 39, 43, 46, 49, 53, 56, 58, 61, 63, 65, 66, 68, 69, 69, 70, 70, 70, 69, 69, 68, 66, 65, 63, 61, 58, 56, 53, 49, 46, 43, 39, 35, 31, 27, 23, 18, 14, 9, 5, 0, -5, -9, -14, -18, -23, -27, -31, -35, -39, -43, -46, -49, -53, -56, -58, -61, -63, -65, -66, -68, -69, -69, -70, -70, -70, -69, -69, -68, -66, -65, -63, -61, -58, -56, -53, -49, -46, -43, -39, -35, -31, -27, -23, -18, -14, -9, -5, 0, 5, 9, 14]"
